id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
1882,-23.6296,27.9273,0.015,0.055,1.436,1.657,1.62,1.53,3.456,very low contamination
1883,-23.7114,27.2705,0.003,0.05,0.207,0.305,0.0,0.14,0.226,very low contamination
1884,-33.0917,25.7667,0.014,0.206,2.605,8.185,0.65,2.07,4.38,very low contamination
1885,-32.9094,28.0708,0.015,0.141,0.378,0.118,0.32,0.097,0.089,very low contamination
1886,-27.4028,31.8,0.009,0.159,2.924,3.649,0.51,2.42,4.4,very low contamination
1887,-27.3917,31.8042,0.018,0.229,2.762,3.521,2.09,16.08,8.52,very low contamination
1888,-27.3889,31.8056,0.022,0.295,2.475,3.578,6.23,16.68,8.61,very low contamination
1889,-27.3392,31.7828,0.025,0.282,7.108,1.51,4.58,19.82,13.47,very low contamination
1890,-27.3458,31.7806,0.02,0.284,7.275,3.363,6.2,20.25,14.02,very low contamination
1891,-27.35,31.7806,0.017,0.394,5.332,1.351,1.41,9.74,4.04,very low contamination
1892,-27.3556,31.7819,0.016,0.434,3.5,1.913,0.84,8.99,1.76,very low contamination
1893,-27.3556,31.7806,0.016,0.306,3.603,4.883,5.87,16.02,8.87,very low contamination
1894,-27.3639,31.7917,0.02,0.377,5.184,3.311,0.8,10.3,6.76,very low contamination
1895,-27.4167,31.6722,0.055,0.376,3.483,4.075,0.82,17.16,8.91,very low contamination
1896,-27.3889,31.8333,0.022,0.39,6.514,3.896,3.34,15.15,8.27,very low contamination
1897,-27.3833,31.8306,0.016,0.324,1.822,1.536,1.4,11.46,1.23,very low contamination
1898,-27.4222,31.8028,0.02,0.314,3.579,3.034,1.74,11.84,7.78,very low contamination
1899,-27.4167,31.8111,0.013,0.363,1.411,0.952,0.63,7.89,1.26,very low contamination
1900,-27.4069,31.8028,0.028,0.355,4.416,2.194,2.28,15.39,7.81,very low contamination
1901,-27.3828,31.8,0.022,0.24,3.07,4.118,2.08,18.33,7.82,very low contamination
1902,-27.3417,31.7917,0.018,0.255,5.276,6.188,1.73,21.24,12.73,very low contamination
1903,-27.35,31.7542,0.006,0.327,0.955,4.748,0.08,6.43,3.11,very low contamination
1904,-27.3903,31.7494,0.016,0.34,4.989,5.043,0.65,5.69,7.5,very low contamination
1905,-27.3861,31.7556,0.021,0.361,11.328,1.97,0.71,16.56,13.87,very low contamination
1906,-27.4042,31.7403,0.016,0.351,3.782,5.903,0.87,3.84,6.32,very low contamination
1907,-30.6429,30.0604,0.004,0.07,0.917,2.966,0.62,1.52,1.03,very low contamination
1908,-30.5174,30.4683,0.002,0.063,0.179,2.297,0.293,0.499,0.336,very low contamination
1909,-30.667,30.4369,0.002,0.035,0.065,3.045,0.848,0.564,0.093,very low contamination
1910,-30.4084,30.5071,0.002,0.244,0.087,1.844,0.2,0.437,0.08,very low contamination
1911,-31.1293,21.6045,0.011,0.084,0.351,1.263,0.67,0.64,1.24,very low contamination
1912,-31.105,21.7353,0.02,0.081,0.799,1.66,0.63,1.87,2.28,very low contamination
1913,-23.041,29.8032,0.02,0.065,7.029,1.551,2.44,13.5,23.78,very low contamination
1914,-23.0831,29.8528,0.006,0.106,0.836,0.66,0.32,5.03,0.56,very low contamination
1915,-23.0408,29.5793,0.014,0.074,7.628,0.716,0.48,8.35,16.83,very low contamination
1916,-23.1795,29.446,0.004,0.122,0.433,0.337,0.33,0.31,0.46,very low contamination
1917,-23.1712,29.5682,0.005,0.084,2.553,0.438,0.2,1.28,1.89,very low contamination
1918,-23.1546,29.5978,0.013,0.147,9.799,1.567,0.8,4.96,5.05,very low contamination
1919,-23.3641,29.3529,0.006,0.074,2.446,0.846,0.19,2.33,2.5,very low contamination
1920,-23.4265,29.5625,0.003,0.076,0.957,0.552,0.16,0.81,1.16,very low contamination
1921,-23.3658,29.645,0.005,0.089,3.508,0.573,0.3,1.62,2.5,very low contamination
1922,-23.3028,29.6708,0.006,0.067,4.818,1.245,0.0,3.04,6.19,very low contamination
1923,-23.2861,29.7389,0.01,0.098,12.458,2.014,0.25,4.31,10.456,very low contamination
1924,-23.2445,29.7413,0.009,0.111,5.683,1.371,0.34,2.27,4.63,very low contamination
1925,-23.2222,29.95,0.005,0.121,5.28,2.237,0.0,8.16,20.976,very low contamination
1926,-23.1628,29.956,0.01,0.056,2.967,1.048,0.49,6.39,9.793,very low contamination
1927,-23.1306,29.9313,0.005,0.174,2.399,1.607,0.3,1.68,1.924,very low contamination
1928,-23.0083,29.9361,0.008,0.079,1.072,2.399,0.82,27.18,46.176,very low contamination
1929,-23.0175,29.9244,0.005,0.058,0.389,0.962,0.48,14.94,11.9,very low contamination
1930,-23.1199,29.8943,0.01,0.136,6.392,5.763,1.66,2.86,5.08,very low contamination
1931,-23.4889,29.9417,0.003,0.075,0.25,2.39,0.0,2.74,7.971,very low contamination
1932,-23.4792,29.9431,0.003,0.092,0.183,1.678,0.0,0.45,0.0,very low contamination
1933,-23.4069,29.984,0.004,0.115,2.737,2.183,0.24,2.76,7.888,very low contamination
1934,-23.4159,29.9961,0.005,0.101,1.207,2.79,0.31,4.74,12.858,very low contamination
1935,-23.4855,29.981,0.002,0.166,0.072,1.934,0.0,0.7,0.0,very low contamination
1936,-23.468,29.9119,0.002,0.197,1.893,0.977,0.24,1.302,0.352,very low contamination
1937,-23.4417,29.8972,0.004,0.077,0.279,0.765,0.0,1.92,0.0,very low contamination
1938,-23.5847,29.8792,0.007,0.108,4.959,1.706,0.55,1.34,6.645,very low contamination
1939,-23.4071,29.8627,0.008,0.097,8.169,1.494,0.35,4.01,5.279,very low contamination
1940,-23.369,29.8089,0.002,0.078,3.206,1.036,0.3,3.02,3.13,very low contamination
1941,-23.581,29.6702,0.005,0.075,4.726,1.364,0.27,2.16,4.25,very low contamination
1942,-23.6194,29.6431,0.004,0.072,0.936,0.804,0.0,1.66,1.468,very low contamination
1943,-23.6395,29.6244,0.004,0.065,2.257,0.975,0.23,4.7,3.39,very low contamination
1944,-23.506,29.9129,0.003,0.08,0.859,2.392,0.0,2.29,5.237,very low contamination
1945,-23.5221,29.9047,0.003,0.228,0.526,2.249,0.25,1.19,0.0,very low contamination
1946,-23.5412,29.888,0.003,0.092,2.012,1.704,0.0,1.67,1.302,very low contamination
1947,-23.5847,29.8833,0.01,0.073,4.097,2.705,1.2,3.68,4.409,very low contamination
1948,-23.5139,29.8917,0.003,0.014,0.059,0.605,0.35,0.007,0.118,very low contamination
1949,-23.62,29.8902,0.002,0.13,0.535,0.863,0.15,0.827,0.236,very low contamination
1950,-23.6236,29.8903,0.002,0.234,0.413,0.85,0.0,0.93,0.0,very low contamination
1951,-23.6369,29.9148,0.003,0.013,0.088,1.058,0.299,0.078,0.047,very low contamination
1952,-23.6523,29.8936,0.002,0.097,0.347,0.845,0.16,1.29,0.378,very low contamination
1953,-23.3778,29.9292,0.009,0.094,1.141,3.81,1.26,1.76,4.74,very low contamination
1954,-23.7681,29.5472,0.008,0.116,3.633,108.77,0.32,1.85,2.835,very low contamination
1955,-23.5361,29.9292,0.002,0.116,0.079,0.66,0.0,0.004,0.0,very low contamination
1956,-23.7791,29.5338,0.004,0.087,1.937,0.75,0.37,1.94,1.6,very low contamination
1957,-23.7779,29.4172,0.003,0.236,2.596,1.226,0.34,3.49,1.01,very low contamination
1958,-23.8991,29.5045,0.007,0.128,11.743,1.409,0.42,2.28,6.44,very low contamination
1959,-23.904,29.5056,0.005,0.132,7.312,1.411,0.32,2.79,6.34,very low contamination
1960,-23.8986,29.5319,0.007,0.128,7.702,2.151,0.29,2.03,4.906,very low contamination
1961,-23.8992,29.5859,0.014,0.276,11.237,4.801,0.56,6.53,23.37,very low contamination
1962,-23.8463,29.5469,0.006,0.08,10.05,2.094,0.0,3.35,10.373,very low contamination
1963,-23.6896,29.605,0.017,0.096,5.288,0.729,5.32,4.79,4.42,very low contamination
1964,-23.7778,29.9486,0.003,0.062,0.353,1.777,0.0,0.41,1.385,very low contamination
1965,-23.7843,29.9361,0.004,0.055,0.343,1.01,0.0,2.36,3.415,very low contamination
1966,-23.7934,29.9256,0.007,0.069,0.359,1.578,0.3,1.21,1.302,very low contamination
1967,-23.8194,29.9,0.497,0.507,8.306,0.888,7.103,0.391,0.264,very low contamination
1968,-23.8,29.9778,0.003,0.065,0.099,2.737,0.0,4.14,0.0,very low contamination
1969,-23.8139,29.9833,0.002,0.005,0.001,3.128,0.288,0.947,0.016,very low contamination
1970,-23.907,29.9857,0.003,0.126,0.093,1.337,0.0,1.38,0.64,very low contamination
1971,-23.9379,29.9505,0.002,0.087,0.051,1.836,0.0,3.77,1.592,very low contamination
1972,-23.8417,29.925,0.003,0.004,0.02,3.598,0.615,1.399,0.0,very low contamination
1973,-23.8319,29.9139,0.005,0.333,7.822,1.149,0.0,0.93,0.0,very low contamination
1974,-23.1486,29.8861,0.01,0.109,15.272,1.868,0.44,6.85,18.284,very low contamination
1975,-23.197,29.8651,0.006,0.101,9.184,1.816,0.47,4.42,6.76,very low contamination
1976,-23.3203,29.8037,0.023,0.138,12.995,8.932,3.08,3.47,14.432,very low contamination
1977,-23.3808,29.8597,0.004,0.066,0.568,0.594,0.0,0.78,0.0,very low contamination
1978,-23.35,29.8861,0.006,0.093,1.45,1.216,0.0,0.48,0.0,very low contamination
1979,-23.3681,29.8736,0.003,0.066,1.094,1.173,0.0,2.31,0.0,very low contamination
1980,-22.982,29.8975,0.003,0.044,0.696,3.0,0.32,3.55,18.905,very low contamination
1981,-22.9854,29.8476,0.001,0.041,0.202,0.377,0.0,3.75,4.16,very low contamination
1982,-22.991,29.8383,0.001,0.038,0.001,0.749,0.0,2.86,1.385,very low contamination
1983,-22.9792,29.9458,0.012,0.075,1.295,1.498,1.4,9.35,24.62,very low contamination
1984,-22.9662,29.9342,0.017,0.031,3.035,1.77,1.24,10.72,38.887,very low contamination
1985,-22.9324,29.9321,0.006,0.034,11.427,0.835,0.35,6.76,21.307,very low contamination
1986,-22.85,29.8847,0.006,0.522,4.589,0.707,0.25,3.69,7.805,very low contamination
1987,-22.825,29.875,0.007,0.087,1.634,0.318,0.66,0.91,0.83,very low contamination
1988,-22.8095,29.8881,0.006,0.397,1.951,0.549,0.31,2.37,3.788,very low contamination
1989,-22.7591,29.8997,0.018,0.038,7.941,1.587,0.32,10.15,16.089,very low contamination
1990,-22.785,29.8928,0.004,0.036,1.163,0.346,0.28,0.9,1.22,very low contamination
1991,-22.9569,29.2986,0.02,0.121,8.812,0.19,0.85,5.93,9.92,very low contamination
1992,-22.9597,29.313,0.001,0.043,0.253,0.078,0.0,0.76,0.93,very low contamination
1993,-22.9337,29.385,0.002,0.092,0.614,0.033,0.0,0.74,0.0,very low contamination
1994,-22.915,29.467,0.005,0.058,2.764,0.439,1.5,3.24,4.657,very low contamination
1995,-22.8833,29.7083,0.008,0.073,2.415,0.902,0.17,1.12,3.42,very low contamination
1996,-22.8819,29.7,0.007,0.089,3.16,1.051,0.41,1.63,1.78,very low contamination
1997,-22.8958,29.6708,0.02,0.115,10.695,0.722,0.44,9.39,15.22,very low contamination
1998,-22.8981,29.6373,0.006,0.038,1.059,1.391,0.35,1.42,3.249,very low contamination
1999,-22.8316,29.6824,0.003,0.042,1.244,0.366,0.0,0.58,3.373,very low contamination
2000,-22.7791,29.728,0.009,0.052,6.277,0.356,0.61,3.38,7.557,very low contamination
2001,-22.8214,29.6947,0.004,0.09,11.884,0.246,0.0,3.19,7.142,very low contamination
2002,-23.5826,29.9433,0.002,0.066,0.143,1.718,0.0,2.11,3.208,very low contamination
2003,-23.9306,29.6389,0.001,0.092,0.088,3.276,0.16,1.5,1.71,very low contamination
2004,-23.8093,29.5046,0.003,0.063,4.332,0.587,0.0,1.06,1.965,very low contamination
2005,-23.9052,29.9115,0.001,0.069,0.001,2.414,0.0,0.004,0.0,very low contamination
2006,-28.5028,29.7528,0.019,0.302,1.338,1.42,0.56,4.24,2.58,very low contamination
2007,-28.4611,29.9417,0.016,0.293,1.764,2.62,1.36,2.28,5.87,very low contamination
2008,-28.2569,29.85,0.011,0.106,1.573,1.499,1.08,9.17,11.39,very low contamination
2009,-28.3625,29.9194,0.005,0.391,0.111,2.756,0.61,1.47,0.46,very low contamination
2010,-28.3139,29.825,0.031,0.098,2.508,3.415,1.94,2.9,8.24,very low contamination
2011,-28.5722,29.9236,0.036,0.341,1.173,3.855,1.04,2.98,3.73,very low contamination
2012,-28.5056,29.8292,0.052,0.326,4.415,5.1,15.06,6.95,9.77,very low contamination
2013,-28.5639,29.8333,0.019,0.336,3.891,3.381,0.87,4.38,9.3,very low contamination
2014,-28.7222,29.8597,0.026,0.337,4.403,3.309,1.97,5.35,9.88,very low contamination
2015,-28.6833,29.8458,0.034,0.311,4.891,2.517,7.38,15.18,16.41,very low contamination
2016,-28.7125,29.8167,0.018,0.292,1.252,3.522,2.31,5.01,2.83,very low contamination
2017,-28.4431,29.8139,0.049,0.296,4.137,4.642,4.57,4.53,19.08,very low contamination
2018,-28.0389,29.9167,0.005,0.159,0.188,2.676,0.37,1.63,2.62,very low contamination
2019,-28.1736,29.8653,0.006,0.211,0.103,3.119,0.39,1.75,0.239,very low contamination
2020,-28.4431,29.8139,0.024,0.108,7.063,2.966,0.56,1.74,9.65,very low contamination
2021,-28.1667,29.7333,0.005,0.218,0.184,3.158,0.16,1.72,0.186,very low contamination
2022,-28.1708,29.8958,0.009,0.076,0.234,2.129,0.79,4.67,4.87,very low contamination
2023,-28.1417,29.6847,0.013,0.217,0.686,4.726,1.94,1.38,0.525,very low contamination
2024,-28.225,29.6819,0.012,0.18,0.106,2.793,2.44,0.77,0.203,very low contamination
2025,-28.2139,29.6333,0.007,0.122,0.208,3.104,0.39,0.84,0.55,very low contamination
2026,-28.0528,29.7806,0.012,0.228,0.223,2.611,2.12,1.14,0.94,very low contamination
2027,-29.2012,29.4932,0.005,0.212,0.127,3.987,0.66,1.09,0.2,very low contamination
2028,-28.1333,29.8306,0.018,0.106,0.911,2.322,1.2,2.08,1.91,very low contamination
2029,-28.2014,29.8083,0.004,0.229,0.054,2.237,0.388,0.478,0.071,very low contamination
2030,-23.6658,28.0473,0.011,0.015,1.545,1.879,0.287,1.251,1.423,very low contamination
2031,-23.6898,28.003,0.003,0.066,1.072,0.927,0.14,0.42,2.36,very low contamination
2032,-23.7215,28.0111,0.004,0.028,0.544,1.217,0.51,0.72,2.089,very low contamination
2033,-23.7222,28.0639,0.002,0.112,1.794,1.126,0.24,1.37,1.02,very low contamination
2034,-23.7114,28.1171,0.009,0.082,2.509,0.497,0.3,2.29,3.83,very low contamination
2035,-23.7573,28.1454,0.007,0.048,1.745,2.936,0.0,0.85,2.131,very low contamination
2036,-23.8191,28.1462,0.001,0.165,0.052,1.221,0.0,0.43,0.0,very low contamination
2037,-23.8344,28.212,0.002,0.069,0.058,0.955,0.0,0.48,0.0,very low contamination
2038,-23.9256,28.3288,0.001,0.144,0.1,0.583,0.13,0.346,0.041,very low contamination
2039,-23.9003,28.2906,0.002,0.064,0.28,0.761,0.12,0.3,0.64,very low contamination
2040,-23.88,28.3245,0.011,0.049,1.336,1.42,0.0,2.9,0.433,very low contamination
2041,-23.6411,28.403,0.012,0.058,3.551,1.335,0.34,3.8,8.33,very low contamination
2042,-23.7066,28.4128,0.002,0.095,0.206,0.893,0.13,0.428,0.08,very low contamination
2043,-23.7398,28.4318,0.002,0.075,0.254,0.465,0.26,0.402,0.172,very low contamination
2044,-23.8668,28.4561,0.005,0.03,0.607,1.495,0.167,0.734,1.008,very low contamination
2045,-23.9031,28.454,0.01,0.031,2.391,5.657,0.0,5.05,12.402,very low contamination
2046,-23.7812,28.3763,0.004,0.041,0.911,1.52,0.0,0.86,0.971,very low contamination
2047,-23.5903,28.4256,0.009,0.08,2.05,0.802,1.84,1.85,1.58,very low contamination
2048,-23.4195,28.4133,0.001,0.117,0.119,0.178,0.0,0.34,0.0,very low contamination
2049,-23.4027,28.4165,0.004,0.027,0.677,0.861,0.0,0.6,1.758,very low contamination
2050,-23.3141,28.4336,0.002,0.115,1.229,0.611,0.14,2.68,1.39,very low contamination
2051,-23.2098,28.481,0.003,0.041,1.6,0.667,0.0,1.3,3.663,very low contamination
2052,-23.105,28.6179,0.001,0.027,0.195,0.546,0.0,0.64,0.847,very low contamination
2053,-23.0758,28.56,0.009,0.081,2.132,1.041,0.09,2.37,3.7,very low contamination
2054,-23.1571,28.531,0.017,0.096,4.248,1.189,0.32,1.78,3.64,very low contamination
2055,-23.4928,28.4003,0.004,0.086,1.332,0.684,0.09,1.19,3.58,very low contamination
2056,-23.1778,28.2503,0.013,0.097,3.614,0.894,0.24,2.36,3.54,very low contamination
2057,-23.1785,28.2505,0.023,0.05,6.211,2.242,0.0,5.86,11.284,very low contamination
2058,-23.1796,28.2508,0.022,0.014,4.196,2.059,0.254,2.757,0.239,very low contamination
2059,-23.0917,28.0167,0.015,0.099,3.918,0.802,0.3,2.07,3.56,very low contamination
2060,-23.1905,28.2129,0.008,0.079,1.305,1.05,1.28,3.01,3.42,very low contamination
2061,-23.5153,28.1727,0.008,0.09,0.872,0.624,0.37,2.11,0.137,very low contamination
2062,-23.5903,28.3262,0.004,0.042,0.288,0.928,0.0,0.004,0.0,very low contamination
2063,-23.5971,28.282,0.007,0.037,1.972,3.931,0.28,1.27,4.989,very low contamination
2064,-23.5923,28.2761,0.013,0.06,1.537,2.784,0.81,1.07,3.65,very low contamination
2065,-23.5888,28.055,0.009,0.068,1.93,2.871,0.14,1.49,3.19,very low contamination
2066,-23.5452,28.1767,0.013,0.028,2.461,6.191,0.56,2.19,6.728,very low contamination
2067,-23.5332,28.1746,0.014,0.032,1.392,1.931,0.147,1.986,1.548,very low contamination
2068,-23.445,28.3588,0.002,0.068,0.219,0.525,0.21,0.28,1.06,very low contamination
2069,-23.4215,28.3667,0.003,0.086,0.437,0.336,0.52,0.286,0.719,very low contamination
2070,-23.4169,28.3651,0.0,0.068,0.01,0.16,0.0,0.004,0.0,very low contamination
2071,-23.5825,28.3839,0.003,0.028,0.71,2.069,0.0,1.61,3.622,very low contamination
2072,-32.8012,26.1103,0.04,0.078,0.442,1.153,0.79,0.64,0.87,very low contamination
2073,-32.6318,26.0599,0.007,0.121,0.172,1.504,0.94,3.4,4.44,very low contamination
2074,-32.0212,26.2349,0.006,0.087,0.623,0.814,0.22,0.81,1.14,very low contamination
2075,-33.4208,25.6722,0.009,0.174,0.511,5.647,0.98,0.72,2.29,very low contamination
2076,-33.4206,25.6722,0.02,0.107,1.27,5.507,1.88,1.34,3.5,very low contamination
2077,-33.42,25.6722,0.023,0.173,1.951,7.694,1.58,1.67,4.27,very low contamination
2078,-33.4194,25.6722,0.027,0.176,1.848,9.537,1.81,1.61,3.99,very low contamination
2079,-33.4192,25.6722,0.041,0.144,2.47,4.31,1.37,2.75,5.8,very low contamination
2080,-33.4186,25.6722,0.034,0.188,3.22,3.04,2.01,4.43,4.96,very low contamination
2081,-33.4181,25.6722,0.027,0.271,1.541,2.044,2.26,2.77,3.56,very low contamination
2082,-33.4194,25.6722,0.03,0.255,2.296,2.819,0.57,1.94,4.25,very low contamination
2083,-33.4175,25.6739,0.035,0.293,2.586,3.386,1.27,2.01,5.13,very low contamination
2084,-33.4181,25.6739,0.019,0.319,0.339,0.799,0.69,1.12,0.055,very low contamination
2085,-33.4189,25.6739,0.031,0.245,1.846,2.858,2.46,2.05,0.945,very low contamination
2086,-33.42,25.6681,0.031,0.338,1.44,1.896,2.26,2.39,2.02,very low contamination
2087,-33.4214,25.6689,0.028,0.311,1.94,2.688,1.29,1.66,3.92,very low contamination
2088,-33.42,25.6736,0.056,0.266,2.46,3.107,12.9,2.49,4.07,very low contamination
2089,-33.4236,25.6694,0.025,0.279,1.897,2.758,1.0,2.19,3.94,very low contamination
2090,-33.425,25.6708,0.039,0.34,2.93,3.659,2.05,2.66,4.94,very low contamination
2091,-33.5625,25.75,0.009,0.45,1.244,1.348,0.57,0.98,2.63,very low contamination
2092,-33.5625,25.7458,0.041,0.4,2.078,1.102,1.82,2.13,0.7,very low contamination
2093,-33.5619,25.7417,0.007,0.391,0.747,0.859,0.13,0.78,0.6,very low contamination
2094,-33.5606,25.7375,0.017,0.379,1.732,1.787,0.97,1.58,1.78,very low contamination
2095,-33.5606,25.7333,0.012,0.386,0.607,0.926,0.44,0.93,0.44,very low contamination
2096,-33.56,25.7292,0.02,0.353,1.692,1.527,1.35,1.61,2.08,very low contamination
2097,-33.5594,25.725,0.02,0.031,0.983,1.028,0.0,0.0,0.0,very low contamination
2098,-33.5589,25.7208,0.014,0.327,2.942,1.932,0.68,2.55,2.62,very low contamination
2099,-33.5447,25.7139,0.034,0.302,2.668,2.49,5.42,3.24,2.98,very low contamination
2100,-33.5253,25.7225,0.032,12.533,2.423,2.219,1.72,2.88,2.15,very low contamination
2101,-33.5303,25.7419,0.025,0.302,1.982,2.411,1.44,2.6,4.4,very low contamination
2102,-33.5194,25.715,0.022,0.284,0.782,1.532,1.44,1.8,0.96,very low contamination
2103,-33.5489,25.7183,0.033,0.318,1.155,1.698,5.26,2.49,2.59,very low contamination
2104,-29.0503,29.9206,0.02,0.073,1.851,2.392,0.89,3.91,4.7,very low contamination
2105,-29.1891,29.8103,0.013,0.116,0.103,2.421,0.33,1.99,0.47,very low contamination
2106,-29.107,29.8065,0.016,0.063,0.267,2.951,0.39,0.65,1.19,very low contamination
2107,-29.0528,29.8047,0.003,0.119,0.265,1.459,0.23,1.72,0.58,very low contamination
2108,-29.0688,29.9898,0.01,0.07,3.565,2.432,0.59,3.14,3.49,very low contamination
2109,-29.0599,29.9555,0.011,0.095,4.389,0.923,1.38,9.94,6.61,very low contamination
2110,-29.0813,29.9339,0.007,0.098,0.925,1.087,1.06,8.45,15.29,very low contamination
2111,-29.0681,29.7496,0.006,0.102,0.368,2.8,0.46,1.62,0.81,very low contamination
2112,-29.1041,29.7145,0.002,0.187,0.039,1.321,0.28,0.811,0.068,very low contamination
2113,-29.1151,29.5367,0.003,0.183,0.181,1.399,0.34,0.441,0.057,very low contamination
2114,-29.1177,29.5912,0.004,0.177,0.142,1.75,0.28,1.354,0.101,very low contamination
2115,-29.1875,29.6321,0.023,0.101,0.954,0.658,1.79,8.28,1.62,very low contamination
2116,-29.076,29.6073,0.004,0.219,0.181,2.44,0.34,1.079,0.1,very low contamination
2117,-29.0528,29.6318,0.004,0.152,0.51,3.617,0.45,1.79,0.52,very low contamination
2118,-29.0006,29.6936,0.004,0.078,0.197,0.885,0.46,0.874,0.285,very low contamination
2119,-29.3142,29.7548,0.008,0.337,0.209,1.523,0.63,1.97,0.6,very low contamination
2120,-29.3231,29.8871,0.006,0.14,0.147,2.011,0.79,1.14,0.5,very low contamination
2121,-29.278,29.9311,0.005,0.142,0.173,3.631,0.62,2.57,0.88,very low contamination
2122,-29.2701,29.9821,0.004,0.119,0.51,2.932,5.79,1.43,1.43,very low contamination
2123,-29.4063,29.8931,0.006,0.159,0.327,0.71,0.54,4.85,0.55,very low contamination
2124,-29.4192,29.9192,0.007,0.108,0.278,4.912,0.66,2.057,0.164,very low contamination
2125,-29.4475,29.915,0.007,0.153,0.188,4.761,0.87,2.59,0.182,very low contamination
2126,-29.4444,29.9362,0.005,0.149,0.128,4.424,0.39,1.753,0.254,very low contamination
2127,-29.6099,29.8748,0.003,0.1,0.074,4.178,0.35,0.843,0.087,very low contamination
2128,-29.5061,29.9703,0.007,0.082,0.211,3.389,1.38,0.27,0.72,very low contamination
